"cep","geo","id_bairro","bairro","distrito","regional"
"88048304","-27.661935334816229, -48.49720084348278","13958","RIO TAVARES","CAMPECHE","SUL"
"88048305","-27.6619228, -48.5002102","13958","RIO TAVARES","CAMPECHE","SUL"
"88048306","-27.661935334816230, -48.49720084348279","13958","RIO TAVARES","CAMPECHE","SUL"
"88048307","-27.6608300, -48.4974226","13958","RIO TAVARES","CAMPECHE","SUL"
"88048308","-27.661935334816231, -48.49720084348280","13958","RIO TAVARES","CAMPECHE","SUL"
"88048309","-27.661935334816232, -48.49720084348281","13958","RIO TAVARES","CAMPECHE","SUL"
"88048310","-27.6635227, -48.4960051","13958","RIO TAVARES","CAMPECHE","SUL"
"88048311","-27.6640330, -48.4952633","13958","RIO TAVARES","CAMPECHE","SUL"
"88048312","-27.66345096639243, -48.49577688041809","13958","RIO TAVARES","CAMPECHE","SUL"
"88048313","-27.6635236, -48.4941499","13958","RIO TAVARES","CAMPECHE","SUL"
"88048315","-27.66345096639244, -48.49577688041810","13958","RIO TAVARES","CAMPECHE","SUL"
"88048317","-27.66345096639245, -48.49577688041811","13958","RIO TAVARES","CAMPECHE","SUL"
"88048318","-27.66345096639246, -48.49577688041812","13958","RIO TAVARES","CAMPECHE","SUL"
"88048320","-27.6626874, -48.4927877","13958","RIO TAVARES","CAMPECHE","SUL"
"88048322","-27.661721939990514, -48.493759940925024","13958","RIO TAVARES","CAMPECHE","SUL"
"88048325","-27.661721939990515, -48.493759940925025","13958","RIO TAVARES","CAMPECHE","SUL"
"88048327","-27.663476376334135, -48.49210503396978","13958","RIO TAVARES","CAMPECHE","SUL"
"88048330","-27.6667852, -48.4870691","13958","RIO TAVARES","CAMPECHE","SUL"
"88048331","-27.665211224528033, -48.48667767177233","13958","RIO TAVARES","CAMPECHE","SUL"
"88048332","-27.6638697, -48.4874169","13958","RIO TAVARES","CAMPECHE","SUL"
"88048333","-27.660170396706715, -48.49347050736859","13958","RIO TAVARES","CAMPECHE","SUL"
"88048335","-27.6614524, -48.4921622","13958","RIO TAVARES","CAMPECHE","SUL"
"88048338","-27.66217198491454, -48.49131413430048","13958","RIO TAVARES","CAMPECHE","SUL"
"88048340","-27.6622234, -48.4891803","13958","RIO TAVARES","CAMPECHE","SUL"
"88048342","-27.6647518, -48.4869806","13958","RIO TAVARES","CAMPECHE","SUL"
